category,emoji,ja,reading,ru,en
nature,🏔️,fried 森林,fried-shinrin [fried-shinrin],синрин (fried),forest (fried)
nature,🌸,roasted 海,roasted-umi [roasted-umi],уми (roasted),sea (roasted)
nature,🌕,fried 海,fried-umi [fried-umi],уми (fried),sea (fried)
nature,🌳,grilled 温泉,grilled-onsen [grilled-onsen],онсэн (grilled),hot spring (grilled)
nature,❄️,雪,yuki [yuki],юки,snow
nature,🌧️,steamed 温泉,steamed-onsen [steamed-onsen],онсэн (steamed),hot spring (steamed)
nature,🌲,spicy 鯉,spicy-koi [spicy-koi],кои (spicy),koi (spicy)
nature,🌸,with_sauce 川,with_sauce-kawa [with_sauce-kawa],кава (with_sauce),river (with_sauce)
nature,🍁,星,hoshi [hoshi],хоси,star
nature,🌸,steamed 桜,steamed-sakura [steamed-sakura],са́кура (steamed),cherry blossom (steamed)
nature,🌕,roasted 山,roasted-yama [roasted-yama],яма (roasted),mountain (roasted)
nature,🌕,grilled 雪,grilled-yuki [grilled-yuki],юки (grilled),snow (grilled)
nature,🌾,紅葉,kouyou [koyo],ко:ё,autumn leaves
nature,🏔️,mini 桜,mini-sakura [mini-sakura],са́кура (mini),cherry blossom (mini)
nature,🌾,grilled 川,grilled-kawa [grilled-kawa],кава (grilled),river (grilled)
nature,🌳,山,yama [yama],яма,mountain
nature,🐦,温泉,onsen [onsen],онсэн,hot spring
nature,🌲,grilled 森林,grilled-shinrin [grilled-shinrin],синрин (grilled),forest (grilled)
nature,🌊,fresh 鯉,fresh-koi [fresh-koi],кои (fresh),koi (fresh)
nature,❄️,with_sauce 潮,with_sauce-shio [with_sauce-shio],сио (with_sauce),tide (with_sauce)
nature,🌾,spicy 森林,spicy-shinrin [spicy-shinrin],синрин (spicy),forest (spicy)
nature,🌧️,温泉,onsen [onsen],онсэн,hot spring
nature,🌕,温泉,onsen [onsen],онсэн,hot spring
nature,🌲,steamed 鯉,steamed-koi [steamed-koi],кои (steamed),koi (steamed)
nature,🐦,roasted 山,roasted-yama [roasted-yama],яма (roasted),mountain (roasted)
nature,🌸,雪,yuki [yuki],юки,snow
nature,🌲,roasted 星,roasted-hoshi [roasted-hoshi],хоси (roasted),star (roasted)
nature,🌱,mini 月,mini-tsuki [mini-tsuki],цуки (mini),moon (mini)
nature,🌸,紅葉,kouyou [koyo],ко:ё,autumn leaves
nature,🌳,cold 桜,cold-sakura [cold-sakura],са́кура (cold),cherry blossom (cold)
nature,🌾,grilled 月,grilled-tsuki [grilled-tsuki],цуки (grilled),moon (grilled)
nature,🌕,川,kawa [kawa],кава,river
nature,🌕,海,umi [umi],уми,sea
nature,🐦,sweet 山,sweet-yama [swet-yama],яма (sweet),mountain (sweet)
nature,🐦,sweet 川,sweet-kawa [swet-kawa],кава (sweet),river (sweet)
nature,❄️,森林,shinrin [shinrin],синрин,forest
nature,🌸,fried 森林,fried-shinrin [fried-shinrin],синрин (fried),forest (fried)
nature,🌸,sweet 月,sweet-tsuki [swet-tsuki],цуки (sweet),moon (sweet)
nature,🌊,紅葉,kouyou [koyo],ко:ё,autumn leaves
nature,🌲,桜,sakura [sakura],са́кура,cherry blossom
nature,🌊,roasted 月,roasted-tsuki [roasted-tsuki],цуки (roasted),moon (roasted)
nature,🌧️,cold 星,cold-hoshi [cold-hoshi],хоси (cold),star (cold)
nature,🍁,紅葉,kouyou [koyo],ко:ё,autumn leaves
nature,🌲,富士山,Fujisan [Fujisan],Фу́дзисан,Mount Fuji
nature,🌕,cold 海,cold-umi [cold-umi],уми (cold),sea (cold)
nature,🌊,mini 雪,mini-yuki [mini-yuki],юки (mini),snow (mini)
nature,🏔️,roasted 雪,roasted-yuki [roasted-yuki],юки (roasted),snow (roasted)
nature,🌧️,with_sauce 川,with_sauce-kawa [with_sauce-kawa],кава (with_sauce),river (with_sauce)
nature,🌳,grilled 桜,grilled-sakura [grilled-sakura],са́кура (grilled),cherry blossom (grilled)
nature,🌊,山,yama [yama],яма,mountain
nature,🍁,steamed 森林,steamed-shinrin [steamed-shinrin],синрин (steamed),forest (steamed)
nature,🌕,潮,shio [shio],сио,tide
nature,🌸,鯉,koi [koi],кои,koi
nature,🌾,sweet 富士山,sweet-Fujisan [swet-Fujisan],Фу́дзисан (sweet),Mount Fuji (sweet)
nature,🍁,fresh 紅葉,fresh-kouyou [fresh-koyo],ко:ё (fresh),autumn leaves (fresh)
nature,🌱,sweet 鯉,sweet-koi [swet-koi],кои (sweet),koi (sweet)
nature,❄️,森林,shinrin [shinrin],синрин,forest
nature,🏔️,sweet 月,sweet-tsuki [swet-tsuki],цуки (sweet),moon (sweet)
nature,🌾,grilled 温泉,grilled-onsen [grilled-onsen],онсэн (grilled),hot spring (grilled)
nature,🏔️,mini 潮,mini-shio [mini-shio],сио (mini),tide (mini)
nature,🌳,with_sauce 潮,with_sauce-shio [with_sauce-shio],сио (with_sauce),tide (with_sauce)
nature,🌧️,温泉,onsen [onsen],онсэн,hot spring
nature,🌲,spicy 桜,spicy-sakura [spicy-sakura],са́кура (spicy),cherry blossom (spicy)
nature,🌊,cold 川,cold-kawa [cold-kawa],кава (cold),river (cold)
nature,🏔️,fried 月,fried-tsuki [fried-tsuki],цуки (fried),moon (fried)
nature,🏔️,cold 海,cold-umi [cold-umi],уми (cold),sea (cold)
nature,❄️,steamed 鯉,steamed-koi [steamed-koi],кои (steamed),koi (steamed)
nature,🏔️,grilled 雪,grilled-yuki [grilled-yuki],юки (grilled),snow (grilled)
nature,🌲,富士山,Fujisan [Fujisan],Фу́дзисан,Mount Fuji
nature,🌕,grilled 雪,grilled-yuki [grilled-yuki],юки (grilled),snow (grilled)
nature,🌱,mini 鯉,mini-koi [mini-koi],кои (mini),koi (mini)
nature,🌸,spicy 海,spicy-umi [spicy-umi],уми (spicy),sea (spicy)
nature,🏔️,roasted 潮,roasted-shio [roasted-shio],сио (roasted),tide (roasted)
nature,🌧️,spicy 海,spicy-umi [spicy-umi],уми (spicy),sea (spicy)
nature,🌊,steamed 星,steamed-hoshi [steamed-hoshi],хоси (steamed),star (steamed)
nature,🌲,雪,yuki [yuki],юки,snow
nature,🌸,鯉,koi [koi],кои,koi
nature,🌕,fried 星,fried-hoshi [fried-hoshi],хоси (fried),star (fried)
nature,🌊,steamed 鯉,steamed-koi [steamed-koi],кои (steamed),koi (steamed)
nature,🌾,steamed 月,steamed-tsuki [steamed-tsuki],цуки (steamed),moon (steamed)
nature,🏔️,海,umi [umi],уми,sea
nature,🌕,cold 紅葉,cold-kouyou [cold-koyo],ко:ё (cold),autumn leaves (cold)
nature,🌕,温泉,onsen [onsen],онсэн,hot spring
nature,🌊,山,yama [yama],яма,mountain
nature,🌳,grilled 海,grilled-umi [grilled-umi],уми (grilled),sea (grilled)
nature,🌲,sweet 桜,sweet-sakura [swet-sakura],са́кура (sweet),cherry blossom (sweet)
nature,❄️,steamed 富士山,steamed-Fujisan [steamed-Fujisan],Фу́дзисан (steamed),Mount Fuji (steamed)
nature,❄️,fresh 月,fresh-tsuki [fresh-tsuki],цуки (fresh),moon (fresh)
nature,🍁,spicy 星,spicy-hoshi [spicy-hoshi],хоси (spicy),star (spicy)
nature,🌾,山,yama [yama],яма,mountain
nature,🌾,with_sauce 海,with_sauce-umi [with_sauce-umi],уми (with_sauce),sea (with_sauce)
nature,🌕,fried 雪,fried-yuki [fried-yuki],юки (fried),snow (fried)
nature,🌊,fried 星,fried-hoshi [fried-hoshi],хоси (fried),star (fried)
nature,🌱,cold 富士山,cold-Fujisan [cold-Fujisan],Фу́дзисан (cold),Mount Fuji (cold)
nature,🐦,潮,shio [shio],сио,tide
nature,❄️,cold 桜,cold-sakura [cold-sakura],са́кура (cold),cherry blossom (cold)
nature,🌳,森林,shinrin [shinrin],синрин,forest
nature,🌸,桜,sakura [sakura],са́кура,cherry blossom
nature,🍁,grilled 温泉,grilled-onsen [grilled-onsen],онсэн (grilled),hot spring (grilled)
nature,🌊,海,umi [umi],уми,sea
nature,🌸,sweet 富士山,sweet-Fujisan [swet-Fujisan],Фу́дзисан (sweet),Mount Fuji (sweet)
nature,🍁,with_sauce 月,with_sauce-tsuki [with_sauce-tsuki],цуки (with_sauce),moon (with_sauce)
nature,🌕,星,hoshi [hoshi],хоси,star
nature,🌕,steamed 月,steamed-tsuki [steamed-tsuki],цуки (steamed),moon (steamed)
nature,🌕,森林,shinrin [shinrin],синрин,forest
nature,❄️,鯉,koi [koi],кои,koi
nature,🌲,紅葉,kouyou [koyo],ко:ё,autumn leaves
nature,🌊,温泉,onsen [onsen],онсэн,hot spring
nature,❄️,桜,sakura [sakura],са́кура,cherry blossom
nature,🐦,with_sauce 山,with_sauce-yama [with_sauce-yama],яма (with_sauce),mountain (with_sauce)
nature,🍁,mini 川,mini-kawa [mini-kawa],кава (mini),river (mini)
nature,🌳,山,yama [yama],яма,mountain
nature,🌾,roasted 山,roasted-yama [roasted-yama],яма (roasted),mountain (roasted)
nature,🏔️,mini 海,mini-umi [mini-umi],уми (mini),sea (mini)
nature,🐦,spicy 潮,spicy-shio [spicy-shio],сио (spicy),tide (spicy)
nature,🌱,星,hoshi [hoshi],хоси,star
nature,🌊,spicy 桜,spicy-sakura [spicy-sakura],са́кура (spicy),cherry blossom (spicy)
nature,🌲,fresh 森林,fresh-shinrin [fresh-shinrin],синрин (fresh),forest (fresh)
nature,❄️,mini 潮,mini-shio [mini-shio],сио (mini),tide (mini)
nature,🌲,温泉,onsen [onsen],онсэн,hot spring
nature,🌳,steamed 雪,steamed-yuki [steamed-yuki],юки (steamed),snow (steamed)
nature,🌧️,海,umi [umi],уми,sea
nature,🌳,roasted 川,roasted-kawa [roasted-kawa],кава (roasted),river (roasted)
nature,🌾,cold 紅葉,cold-kouyou [cold-koyo],ко:ё (cold),autumn leaves (cold)
nature,🐦,cold 山,cold-yama [cold-yama],яма (cold),mountain (cold)
nature,🌱,山,yama [yama],яма,mountain
nature,🐦,roasted 森林,roasted-shinrin [roasted-shinrin],синрин (roasted),forest (roasted)
nature,🌧️,sweet 富士山,sweet-Fujisan [swet-Fujisan],Фу́дзисан (sweet),Mount Fuji (sweet)
nature,🌱,海,umi [umi],уми,sea
nature,🌊,森林,shinrin [shinrin],синрин,forest
nature,🏔️,富士山,Fujisan [Fujisan],Фу́дзисан,Mount Fuji
nature,🌳,grilled 山,grilled-yama [grilled-yama],яма (grilled),mountain (grilled)
nature,🌊,cold 海,cold-umi [cold-umi],уми (cold),sea (cold)
nature,❄️,月,tsuki [tsuki],цуки,moon
nature,🍁,steamed 森林,steamed-shinrin [steamed-shinrin],синрин (steamed),forest (steamed)
nature,🌳,roasted 星,roasted-hoshi [roasted-hoshi],хоси (roasted),star (roasted)
nature,🌧️,mini 雪,mini-yuki [mini-yuki],юки (mini),snow (mini)
nature,🏔️,森林,shinrin [shinrin],синрин,forest
nature,🐦,spicy 海,spicy-umi [spicy-umi],уми (spicy),sea (spicy)
nature,❄️,cold 潮,cold-shio [cold-shio],сио (cold),tide (cold)
nature,🌲,温泉,onsen [onsen],онсэн,hot spring
nature,🍁,steamed 山,steamed-yama [steamed-yama],яма (steamed),mountain (steamed)
nature,🐦,with_sauce 鯉,with_sauce-koi [with_sauce-koi],кои (with_sauce),koi (with_sauce)
nature,🌳,sweet 潮,sweet-shio [swet-shio],сио (sweet),tide (sweet)
nature,🌲,grilled 山,grilled-yama [grilled-yama],яма (grilled),mountain (grilled)
nature,🌧️,星,hoshi [hoshi],хоси,star
nature,🏔️,fried 海,fried-umi [fried-umi],уми (fried),sea (fried)
nature,🌸,grilled 雪,grilled-yuki [grilled-yuki],юки (grilled),snow (grilled)
nature,❄️,steamed 海,steamed-umi [steamed-umi],уми (steamed),sea (steamed)
nature,🌳,雪,yuki [yuki],юки,snow
nature,🌊,mini 桜,mini-sakura [mini-sakura],са́кура (mini),cherry blossom (mini)
nature,🌳,sweet 海,sweet-umi [swet-umi],уми (sweet),sea (sweet)
nature,🐦,川,kawa [kawa],кава,river
nature,🌲,温泉,onsen [onsen],онсэн,hot spring
nature,🌊,with_sauce 温泉,with_sauce-onsen [with_sauce-onsen],онсэн (with_sauce),hot spring (with_sauce)
nature,🌳,月,tsuki [tsuki],цуки,moon
nature,🌾,月,tsuki [tsuki],цуки,moon
nature,🌸,fresh 潮,fresh-shio [fresh-shio],сио (fresh),tide (fresh)
nature,🌱,steamed 潮,steamed-shio [steamed-shio],сио (steamed),tide (steamed)
nature,🏔️,fresh 山,fresh-yama [fresh-yama],яма (fresh),mountain (fresh)
nature,🏔️,温泉,onsen [onsen],онсэн,hot spring
nature,🌳,with_sauce 潮,with_sauce-shio [with_sauce-shio],сио (with_sauce),tide (with_sauce)
nature,🌕,roasted 桜,roasted-sakura [roasted-sakura],са́кура (roasted),cherry blossom (roasted)
nature,🌊,cold 鯉,cold-koi [cold-koi],кои (cold),koi (cold)
nature,🐦,with_sauce 温泉,with_sauce-onsen [with_sauce-onsen],онсэн (with_sauce),hot spring (with_sauce)
nature,🍁,steamed 月,steamed-tsuki [steamed-tsuki],цуки (steamed),moon (steamed)
nature,🌕,紅葉,kouyou [koyo],ко:ё,autumn leaves
nature,🌧️,cold 雪,cold-yuki [cold-yuki],юки (cold),snow (cold)
nature,🐦,山,yama [yama],яма,mountain
nature,🌧️,cold 雪,cold-yuki [cold-yuki],юки (cold),snow (cold)
nature,🌾,富士山,Fujisan [Fujisan],Фу́дзисан,Mount Fuji
nature,🌸,with_sauce 海,with_sauce-umi [with_sauce-umi],уми (with_sauce),sea (with_sauce)
nature,❄️,cold 星,cold-hoshi [cold-hoshi],хоси (cold),star (cold)
nature,🌱,星,hoshi [hoshi],хоси,star
nature,🌊,川,kawa [kawa],кава,river
nature,🌊,桜,sakura [sakura],са́кура,cherry blossom
nature,🌧️,spicy 星,spicy-hoshi [spicy-hoshi],хоси (spicy),star (spicy)
nature,🌧️,紅葉,kouyou [koyo],ко:ё,autumn leaves
nature,🌳,雪,yuki [yuki],юки,snow
nature,🍁,with_sauce 潮,with_sauce-shio [with_sauce-shio],сио (with_sauce),tide (with_sauce)
nature,🌱,月,tsuki [tsuki],цуки,moon
nature,🌳,桜,sakura [sakura],са́кура,cherry blossom
nature,🌳,roasted 富士山,roasted-Fujisan [roasted-Fujisan],Фу́дзисан (roasted),Mount Fuji (roasted)
nature,🍁,fried 山,fried-yama [fried-yama],яма (fried),mountain (fried)
nature,🏔️,mini 富士山,mini-Fujisan [mini-Fujisan],Фу́дзисан (mini),Mount Fuji (mini)
nature,❄️,海,umi [umi],уми,sea
nature,🌕,fried 森林,fried-shinrin [fried-shinrin],синрин (fried),forest (fried)
nature,🌲,cold 鯉,cold-koi [cold-koi],кои (cold),koi (cold)
nature,🌳,富士山,Fujisan [Fujisan],Фу́дзисан,Mount Fuji
nature,🏔️,roasted 山,roasted-yama [roasted-yama],яма (roasted),mountain (roasted)
nature,🌲,roasted 海,roasted-umi [roasted-umi],уми (roasted),sea (roasted)
nature,🌕,spicy 海,spicy-umi [spicy-umi],уми (spicy),sea (spicy)
nature,❄️,cold 紅葉,cold-kouyou [cold-koyo],ко:ё (cold),autumn leaves (cold)
nature,❄️,roasted 星,roasted-hoshi [roasted-hoshi],хоси (roasted),star (roasted)
nature,🌸,月,tsuki [tsuki],цуки,moon
nature,🌳,fried 潮,fried-shio [fried-shio],сио (fried),tide (fried)
nature,🌸,mini 潮,mini-shio [mini-shio],сио (mini),tide (mini)
nature,🌧️,fried 海,fried-umi [fried-umi],уми (fried),sea (fried)
nature,🏔️,spicy 森林,spicy-shinrin [spicy-shinrin],синрин (spicy),forest (spicy)
nature,🌊,spicy 紅葉,spicy-kouyou [spicy-koyo],ко:ё (spicy),autumn leaves (spicy)
nature,🐦,steamed 月,steamed-tsuki [steamed-tsuki],цуки (steamed),moon (steamed)
nature,🌳,温泉,onsen [onsen],онсэн,hot spring
nature,❄️,with_sauce 富士山,with_sauce-Fujisan [with_sauce-Fujisan],Фу́дзисан (with_sauce),Mount Fuji (with_sauce)
nature,🌕,川,kawa [kawa],кава,river
nature,🌾,roasted 川,roasted-kawa [roasted-kawa],кава (roasted),river (roasted)
nature,🍁,mini 月,mini-tsuki [mini-tsuki],цуки (mini),moon (mini)
nature,🌾,mini 月,mini-tsuki [mini-tsuki],цуки (mini),moon (mini)
nature,🌊,mini 山,mini-yama [mini-yama],яма (mini),mountain (mini)
nature,🏔️,fried 鯉,fried-koi [fried-koi],кои (fried),koi (fried)
nature,🏔️,grilled 潮,grilled-shio [grilled-shio],сио (grilled),tide (grilled)
nature,🌳,steamed 鯉,steamed-koi [steamed-koi],кои (steamed),koi (steamed)
nature,❄️,cold 海,cold-umi [cold-umi],уми (cold),sea (cold)
nature,🌾,fried 温泉,fried-onsen [fried-onsen],онсэн (fried),hot spring (fried)
nature,🌊,fried 雪,fried-yuki [fried-yuki],юки (fried),snow (fried)
nature,🌲,温泉,onsen [onsen],онсэн,hot spring
nature,🌳,fried 川,fried-kawa [fried-kawa],кава (fried),river (fried)
nature,🌲,海,umi [umi],уми,sea
nature,❄️,steamed 山,steamed-yama [steamed-yama],яма (steamed),mountain (steamed)
nature,🌳,富士山,Fujisan [Fujisan],Фу́дзисан,Mount Fuji
nature,🌧️,spicy 桜,spicy-sakura [spicy-sakura],са́кура (spicy),cherry blossom (spicy)
nature,🐦,潮,shio [shio],сио,tide
nature,🌱,海,umi [umi],уми,sea
nature,🌕,桜,sakura [sakura],са́кура,cherry blossom
nature,🐦,温泉,onsen [onsen],онсэн,hot spring
nature,🏔️,fried 鯉,fried-koi [fried-koi],кои (fried),koi (fried)
nature,🍁,月,tsuki [tsuki],цуки,moon
nature,❄️,spicy 川,spicy-kawa [spicy-kawa],кава (spicy),river (spicy)
nature,🌸,月,tsuki [tsuki],цуки,moon
nature,🌧️,sweet 月,sweet-tsuki [swet-tsuki],цуки (sweet),moon (sweet)
nature,🌲,with_sauce 鯉,with_sauce-koi [with_sauce-koi],кои (with_sauce),koi (with_sauce)
nature,🌲,cold 森林,cold-shinrin [cold-shinrin],синрин (cold),forest (cold)
nature,🌳,潮,shio [shio],сио,tide
nature,🌲,sweet 桜,sweet-sakura [swet-sakura],са́кура (sweet),cherry blossom (sweet)
nature,🌊,roasted 温泉,roasted-onsen [roasted-onsen],онсэн (roasted),hot spring (roasted)
nature,🏔️,spicy 森林,spicy-shinrin [spicy-shinrin],синрин (spicy),forest (spicy)
nature,🍁,星,hoshi [hoshi],хоси,star
nature,🌸,sweet 鯉,sweet-koi [swet-koi],кои (sweet),koi (sweet)
nature,🐦,富士山,Fujisan [Fujisan],Фу́дзисан,Mount Fuji
nature,🐦,富士山,Fujisan [Fujisan],Фу́дзисан,Mount Fuji
